Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 4, -0.97, -0.97, -0.97, -0.97, -0.97, -0.97, -0.97, -0.97, -0.97, #3 - 1.2D + 1.6L + 0.5Lr,
 5, 0.895, 0.895, 0.895, 0.895, 0.895, 0.895, 0.895, 0.895, 0.895, #3 - 1.2D + 1.6L + 0.5Lr,
 6, 0.835, 0.835, 0.835, 0.835, 0.835, 0.835, 0.835, 0.835, 0.835, #3 - 1.2D + 1.6L + 0.5Lr,
 7, 0.805, 0.805, 0.805, 0.805, 0.805, 0.805, 0.805, 0.805, 0.805, #3 - 1.2D + 1.6L + 0.5Lr,
 8, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, #3 - 1.2D + 1.6L + 0.5Lr,
 9, 0.074, 0.074, 0.074, 0.074, 0.074, 0.074, 0.074, 0.074, 0.074, #3 - 1.2D + 1.6L + 0.5Lr,
 10, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, #3 - 1.2D + 1.6L + 0.5Lr,
 11, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, #3 - 1.2D + 1.6L + 0.5Lr,
 12, 0.057, 0.057, 0.057, 0.057, 0.057, 0.057, 0.057, 0.057, 0.057, #3 - 1.2D + 1.6L + 0.5Lr,
 13, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, -0.003, #3 - 1.2D + 1.6L + 0.5Lr,
 14, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, #3 - 1.2D + 1.6L + 0.5Lr,
 15, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, #3 - 1.2D + 1.6L + 0.5Lr,
 16, 0.061, 0.061, 0.061, 0.061, 0.061, 0.061, 0.061, 0.061, 0.061, #3 - 1.2D + 1.6L + 0.5Lr,
 17, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, #3 - 1.2D + 1.6L + 0.5Lr,
 18, 0.219, 0.219, 0.219, 0.219, 0.219, 0.219, 0.219, 0.219, 0.219, #3 - 1.2D + 1.6L + 0.5Lr,
