Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 56, 3.87, 3.87, 3.87, 3.87, 3.87, 3.87, 3.87, 3.87, 3.87, #1 - Weight,
 59, 9.239, 9.239, 9.239, 9.239, 9.239, 9.239, 9.239, 9.239, 9.239, #1 - Weight,
 60, 8.85, 8.85, 8.85, 8.85, 8.85, 8.85, 8.85, 8.85, 8.85, #1 - Weight,
 61, -9.386, -9.386, -9.386, -9.386, -9.386, -9.386, -9.386, -9.386, -9.386, #1 - Weight,
 62, -8.885, -8.885, -8.885, -8.885, -8.885, -8.885, -8.885, -8.885, -8.885, #1 - Weight,
 65, 9.206, 9.206, 9.206, 9.206, 9.206, 9.206, 9.206, 9.206, 9.206, #1 - Weight,
 66, 8.959, 8.959, 8.959, 8.959, 8.959, 8.959, 8.959, 8.959, 8.959, #1 - Weight,
 67, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, #1 - Weight,
 68, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, #1 - Weight,
 69, 0.016, 0.016, 0.01, 0.01, 0.004, 0.008, 0.008, 0.012, 0.012, #1 - Weight,
 70, -0.118, -0.118, -0.118, -0.118, -0.118, -0.118, -0.118, -0.118, -0.118, #1 - Weight,
 71, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, #1 - Weight,
 72, 0.015, 0.015, 0.01, 0.01, 0.004, 0.008, 0.008, 0.012, 0.012, #1 - Weight,
 75, -3.963, -3.963, -3.963, -3.963, -3.963, -3.963, -3.963, -3.963, -3.963, #1 - Weight,
 76, -3.967, -3.967, -3.967, -3.967, -3.967, -3.967, -3.967, -3.967, -3.967, #1 - Weight,
 77, 3.887, 3.887, 3.887, 3.887, 3.887, 3.887, 3.887, 3.887, 3.887, #1 - Weight,
 78, 3.851, 3.851, 3.851, 3.851, 3.851, 3.851, 3.851, 3.851, 3.851, #1 - Weight,

1,144.583, 143.772, 142.961, 142.15, 141.339, 140.529, 139.718, 138.907, 138.096, #2 - 1.4D,
 2, 177.148, 176.337, 175.526, 174.715, 173.904, 173.093, 172.282, 171.471, 170.661, #2 - 1.4D,
 3, 212.966, 212.156, 211.345, 210.534, 209.723, 208.912, 208.101, 207.29, 206.479, #2 - 1.4D,
 4, 144.791, 143.98, 143.17, 142.359, 141.548, 140.737, 139.926, 139.115, 138.304, #2 - 1.4D,
 5, 145.033, 144.222, 143.411, 142.6, 141.789, 140.979, 140.168, 139.357, 138.546, #2 - 1.4D,
 6, 162.971, 162.16, 161.349, 160.538, 159.727, 158.917, 158.106, 157.295, 156.484, #2 - 1.4D,
 7, 163.34, 162.529, 161.718, 160.907, 160.096, 159.285, 158.475, 157.664, 156.853, #2 - 1.4D,
 8, 145.039, 144.228, 143.417, 142.606, 141.795, 140.984, 140.173, 139.362, 138.551, #2 - 1.4D,
 9, -13.121, -13.121, -13.121, -13.121, -13.121, -13.121, -13.121, -13.121, -13.121, #2 - 1.4D,
 10, -6.214, -6.214, -6.214, -6.214, -6.214, -6.214, -6.214, -6.214, -6.214, #2 - 1.4D,
 11, -13.227, -13.227, -13.227, -13.227, -13.227, -13.227, -13.227, -13.227, -13.227, #2 - 1.4D,
 12, -12.433, -12.433, -12.433, -12.433, -12.433, -12.433, -12.433, -12.433, -12.433, #2 - 1.4D,
 13, -2.625, -2.625, -2.625, -2.625, -2.625, -2.625, -2.625, -2.625, -2.625, #2 - 1.4D,
 14, -12.353, -12.353, -12.353, -12.353, -12.353, -12.353, -12.353, -12.353, -12.353, #2 - 1.4D,
 15, -5.558, -5.558, -5.558, -5.558, -5.558, -5.558, -5.558, -5.558, -5.558, #2 - 1.4D,
 16, -5.561, -5.561, -5.561, -5.561, -5.561, -5.561, -5.561, -5.561, -5.561, #2 - 1.4D,
 17, -5.55, -5.55, -5.55, -5.55, -5.55, -5.55, -5.55, -5.55, -5.55, #2 - 1.4D,
