Node ID,Support ID,X Force (kN),Y Force (kN),Z Force (kN),X Moment (kN-m),Y Moment (kN-m),Z Moment (kN-m)Load Combination
 9, 5, -26.74213, -9.09875, -0.7194, -0.33485, -0.02152, 45.74482, #27 - WL_alongB_Case2,
 11, 6, -21.98292, -25.30359, -0.01575, -0.03385, -0.01137, 44.05271, #27 - WL_alongB_Case2,
 13, 7, -20.83471, -21.57431, 0.38112, 0.15694, 0.0071, 41.88646, #27 - WL_alongB_Case2,
 15, 8, -26.94675, -1.93359, 0.7266, 0.34615, -0.00091, 46.07529, #27 - WL_alongB_Case2,
 17, 9, 3.36619, 16.72943, 0.27488, 0, 0, 0, #27 - WL_alongB_Case2,

1,1,37.01616, 38.08946, 2.46628, 5.46793, 1.49704, 74.01821, #28 - RS_Load_X,
 3, 2, 7.32709, 37.21183, 0.95138, 0, 0, 0, #28 - RS_Load_X,
 5, 3, 7.48119, 37.539, 1.27068, 0, 0, 0, #28 - RS_Load_X,
 7, 4, 46.35201, 0.49448, 0.20556, 0.39647, 1.51743, 82.19833, #28 - RS_Load_X,
 9, 5, 45.00027, 0.49413, 0.1627, 0.36809, 1.51028, 79.88921, #28 - RS_Load_X,
 11, 6, 38.14737, 38.1461, 3.07648, 5.87085, 1.48756, 76.16437, #28 - RS_Load_X,
 13, 7, 41.05855, 38.21227, 2.45679, 5.46187, 1.49688, 82.02545, #28 - RS_Load_X,
 15, 8, 49.89653, 0.72137, 0.16203, 0.36765, 1.50991, 88.5254, #28 - RS_Load_X,
 17, 9, 8.09063, 37.91131, 0.94624, 0, 0, 0, #28 - RS_Load_X,

1,1,8.71449, 24.0814, 26.1179, 61.38575, 1.41157, 17.17084, #29 - RS_Load_Z,
 3, 2, 1.59043, 22.86632, 10.26086, 0, 0, 0, #29 - RS_Load_Z,
 5, 3, 0.20541, 1.05578, 14.80981, 0, 0, 0, #29 - RS_Load_Z,
 7, 4, 1.27304, 0.02105, 37.14357, 72.18639, 2.67252, 2.25746, #29 - RS_Load_Z,
 9, 5, 10.54191, 23.62569, 29.29541, 67.00544, 2.74617, 18.51986, #29 - RS_Load_Z,
 11, 6, 1.04769, 1.07664, 33.4542, 66.22827, 1.40871, 2.09173, #29 - RS_Load_Z,
 13, 7, 9.08113, 24.58088, 26.00367, 61.31274, 1.41159, 17.91052, #29 - RS_Load_Z,
 15, 8, 10.98865, 23.63077, 29.17319, 66.92728, 2.74728, 19.31832, #29 - RS_Load_Z,
 17, 9, 1.66701, 22.42169, 10.18747, 0, 0, 0, #29 - RS_Load_Z,

1,1,0.70142, 85.88644, 1.92373, 1.24105, 0.00009, -0.4005, #30 - SW1,
 3, 2, -0.48951, 54.78337, 1.16891, 0, 0, 0, #30 - SW1,
 5, 3, -0.48957, 62.90021, 0.03896, 0, 0, 0, #30 - SW1,
 7, 4, -0.2121, 79.84137, 0.06473, 0.04015, 0.00006, 0.19429, #30 - SW1,
 9, 5, -0.21225, 71.73992, 1.93056, 1.2454, -0.00105, 0.19461, #30 - SW1,
 11, 6, 0.70154, 93.98753, 0.0646, 0.04016, 0.00003, -0.40079, #30 - SW1,
 13, 7, 0.70182, 96.4414, -1.98869, -1.28818, -0.00003, -0.40128, #30 - SW1,
 15, 8, -0.21177, 82.29484, -1.99597, -1.29302, 0.00123, 0.19375, #30 - SW1,
 17, 9, -0.48958, 65.33854, -1.20684, 0, 0, 0, #30 - SW1,

1,1,-46.26792, -34.34882, -32.6474, -76.73255, -1.8713, -93.26922, #31 - Envelope Min,
 3, 2, -9.94282, -38.33121, -12.826, 0, 0, 0, #31 - Envelope Min,
 5, 3, -10.13548, -38.38888, -18.51219, 0, 0, 0, #31 - Envelope Min,
 7, 4, -58.21757, -13.4042, -46.42951, -90.23338, -3.3407, -102.76037, #31 - Envelope Min,
 9, 5, -56.52765, -23.45047, -36.6193, -83.75719, -3.43439, -99.87388, #31 - Envelope Min,
 11, 6, -47.68188, -31.70477, -41.81778, -82.7857, -1.85946, -95.9516, #31 - Envelope Min,
 13, 7, -51.32081, -31.43047, -35.42774, -78.53127, -1.8712, -103.2779, #31 - Envelope Min,
 15, 8, -62.64821, -17.0206, -39.40018, -85.55626, -3.43409, -110.66931, #31 - Envelope Min,
 17, 9, -10.89722, -38.49725, -14.50906, 0, 0, 0, #31 - Envelope Min,

1,1,47.33178, 431.40067, 35.47548, 78.55982, 1.87137, 92.51069, #32 - Envelope Max,
 3, 2, 9.15389, 288.44302, 14.5437, 0, 0, 0, #32 - Envelope Max,
 5, 3, 9.34651, 297.55116, 18.56892, 0, 0, 0, #32 - Envelope Max,
 7, 4, 57.94266, 322.98475, 46.52508, 90.29565, 3.34067, 102.87253, #32 - Envelope Max,
 9, 5, 56.25293, 343.22226, 39.45757, 85.59112, 3.43273, 99.98577, #32 - Envelope Max,
 11, 6, 48.74556, 440.1474, 41.91299, 82.84771, 1.85946, 95.19331, #32 - Envelope Max,
 13, 7, 52.38457, 440.55207, 32.50456, 76.64057, 1.8711, 102.51958, #32 - Envelope Max,
 15, 8, 62.37336, 352.22652, 36.46645, 83.65872, 3.43577, 110.78142, #32 - Envelope Max,
 17, 9, 10.10831, 298.31576, 12.73441, 0, 0, 0, #32 - Envelope Max,

1,1,47.33178, 431.40067, 35.47548, 78.55982, 1.87137, -93.26922, #33 - Envelope Absolute Max,
 3, 2, -9.94282, 288.44302, 14.5437, 0, 0, 0, #33 - Envelope Absolute Max,
 5, 3, -10.13548, 297.55116, 18.56892, 0, 0, 0, #33 - Envelope Absolute Max,
 7, 4, -58.21757, 322.98475, 46.52508, 90.29565, -3.3407, 102.87253, #33 - Envelope Absolute Max,
 9, 5, -56.52765, 343.22226, 39.45757, 85.59112, -3.43439, 99.98577, #33 - Envelope Absolute Max,
 11, 6, 48.74556, 440.1474, 41.91299, 82.84771, -1.85946, -95.9516, #33 - Envelope Absolute Max,
 13, 7, 52.38457, 440.55207, -35.42774, -78.53127, -1.8712, -103.2779, #33 - Envelope Absolute Max,
 15, 8, -62.64821, 352.22652, -39.40018, -85.55626, 3.43577, 110.78142, #33 - Envelope Absolute Max,
 17, 9, -10.89722, 298.31576, -14.50906, 0, 0, 0, #33 - Envelope Absolute Max,
