member_id	Pu	My	Mz	Sy	Sz	section
6	71.148	0.302	0.532	0.746	0.385	column1
6	70.783	0.403	0.728	0.746	0.385	column1
6	70.418	0.504	0.924	0.746	0.385	column1
6	46.214	0.586	1.574	2.128	0.845	column1
6	46.214	0.365	1.015	2.128	0.845	column1
6	46.214	0.143	0.457	2.128	0.845	column1
6	46.214	0.079	0.102	2.128	0.845	column1
6	46.214	0.301	0.66	2.128	0.845	column1
6	46.214	0.523	1.219	2.128	0.845	column1
6	46.214	0.745	1.778	2.128	0.845	column1
6	46.214	0.967	2.336	2.128	0.845	column1
6	46.214	1.188	2.895	2.128	0.845	column1
6	2.934	0.023	0.045	0.061	0.034	column1
6	2.934	0.014	0.029	0.061	0.034	column1
6	2.934	0.005	0.013	0.061	0.034	column1
6	2.934	0.004	0.003	0.061	0.034	column1
6	2.934	0.013	0.02	0.061	0.034	column1
6	2.934	0.022	0.036	0.061	0.034	column1
6	2.934	0.031	0.052	0.061	0.034	column1
6	2.934	0.04	0.068	0.061	0.034	column1
6	2.934	0.049	0.084	0.061	0.034	column1
6	2.934	0.023	0.045	0.061	0.034	column1
6	2.934	0.014	0.029	0.061	0.034	column1
6	2.934	0.005	0.013	0.061	0.034	column1
6	2.934	0.004	0.003	0.061	0.034	column1
6	2.934	0.013	0.02	0.061	0.034	column1
6	2.934	0.022	0.036	0.061	0.034	column1
6	2.934	0.031	0.052	0.061	0.034	column1
6	2.934	0.04	0.068	0.061	0.034	column1
6	2.934	0.049	0.084	0.061	0.034	column1
6	6.654	0.162	0.237	0.275	0.231	column1
6	6.654	0.102	0.165	0.275	0.231	column1
6	6.654	0.041	0.092	0.275	0.231	column1
6	6.654	0.019	0.02	0.275	0.231	column1
6	6.654	0.08	0.052	0.275	0.231	column1
6	6.654	0.141	0.124	0.275	0.231	column1
6	6.654	0.201	0.197	0.275	0.231	column1
6	6.654	0.262	0.269	0.275	0.231	column1
6	6.654	0.322	0.341	0.275	0.231	column1
6	9.03	0.22	0.322	0.374	0.313	column1
6	9.03	0.138	0.223	0.374	0.313	column1
6	9.03	0.056	0.125	0.374	0.313	column1
6	9.03	0.026	0.027	0.374	0.313	column1
6	9.03	0.109	0.071	0.374	0.313	column1
6	9.03	0.191	0.169	0.374	0.313	column1
6	9.03	0.273	0.267	0.374	0.313	column1
6	9.03	0.355	0.365	0.374	0.313	column1
6	9.03	0.437	0.463	0.374	0.313	column1
6	60.606	0.242	0.745	1.157	0.431	column1
6	60.026	0.129	0.441	1.157	0.431	column1
6	59.447	0.016	0.137	1.157	0.431	column1
6	58.868	0.097	0.166	1.157	0.431	column1
6	58.289	0.21	0.47	1.157	0.431	column1
6	57.71	0.324	0.774	1.157	0.431	column1
6	57.13	0.437	1.077	1.157	0.431	column1
6	56.551	0.55	1.381	1.157	0.431	column1
6	55.972	0.663	1.685	1.157	0.431	column1
6	1.467	0.909	1.574	2.128	0.431	column1
6	1.467	0.594	1.015	2.128	0.431	column1
6	1.467	0.279	0.457	2.128	0.431	column1
6	1.467	0.036	0.102	2.128	0.431	column1
6	1.467	0.351	0.66	2.128	0.431	column1
6	1.467	0.666	1.219	2.128	0.431	column1
6	1.467	0.981	1.778	2.128	0.431	column1
6	1.467	1.296	2.336	2.128	0.431	column1
6	1.467	1.611	2.895	2.128	0.431	column1
6	171.12	0.909	1.695	1.157	1.2	column1
6	170.268	0.594	1.181	1.157	1.2	column1
6	169.417	0.279	0.667	1.157	1.2	column1
6	168.565	0.036	0.153	1.157	1.2	column1
6	167.714	0.351	0.361	1.157	1.2	column1
6	166.862	0.666	0.875	1.157	1.2	column1
6	166.011	0.981	1.39	1.157	1.2	column1
6	165.16	1.296	1.904	1.157	1.2	column1
6	164.308	1.611	2.418	1.157	1.2	column1
6	171.12	0.909	1.574	2.128	1.2	column1
6	170.268	0.594	1.015	2.128	1.2	column1
6	169.417	0.279	0.457	2.128	1.2	column1
6	168.565	0.036	0.102	2.128	1.2	column1
6	167.714	0.351	0.66	2.128	1.2	column1
6	166.862	0.666	1.219	2.128	1.2	column1
6	166.011	0.981	1.778	2.128	1.2	column1
6	165.16	1.296	2.336	2.128	1.2	column1
6	164.308	1.611	2.895	2.128	1.2	column1
7	116.671	0.462	1.049	1.195	0.586	column1
7	116.092	0.308	0.735	1.195	0.586	column1
7	115.513	0.154	0.421	1.195	0.586	column1
7	114.934	0	0.108	1.195	0.586	column1
7	114.355	0.154	0.206	1.195	0.586	column1
7	113.775	0.308	0.52	1.195	0.586	column1
7	113.196	0.462	0.833	1.195	0.586	column1
7	112.617	0.615	1.147	1.195	0.586	column1
7	112.038	0.769	1.461	1.195	0.586	column1
7	163.34	0.647	1.468	1.673	0.821	column1
7	162.529	0.431	1.029	1.673	0.821	column1
7	161.718	0.216	0.59	1.673	0.821	column1
7	160.907	0	0.151	1.673	0.821	column1
7	160.096	0.215	0.288	1.673	0.821	column1
7	159.285	0.431	0.728	1.673	0.821	column1
7	158.475	0.646	1.167	1.673	0.821	column1
7	157.664	0.862	1.606	1.673	0.821	column1
7	156.853	1.077	2.045	1.673	0.821	column1
7	149.216	0.627	1.348	1.523	0.805	column1
7	148.521	0.415	0.948	1.523	0.805	column1
7	147.826	0.204	0.548	1.523	0.805	column1
7	147.131	0.007	0.148	1.523	0.805	column1
7	146.435	0.219	0.251	1.523	0.805	column1
7	145.74	0.43	0.651	1.523	0.805	column1
7	145.045	0.641	1.051	1.523	0.805	column1
7	144.35	0.852	1.45	1.523	0.805	column1
7	143.655	1.064	1.85	1.523	0.805	column1
7	157.388	0.883	1.728	1.971	1.17	column1
7	156.693	0.576	1.211	1.971	1.17	column1
7	155.998	0.269	0.694	1.971	1.17	column1
7	155.303	0.038	0.176	1.971	1.17	column1
7	154.608	0.346	0.341	1.971	1.17	column1
7	153.913	0.653	0.858	1.971	1.17	column1
7	153.218	0.96	1.375	1.971	1.17	column1
7	152.523	1.267	1.893	1.971	1.17	column1
7	151.828	1.574	2.41	1.971	1.17	column1
7	1.467	0.012	0.022	0.031	0.017	column1
7	1.467	0.007	0.014	0.031	0.017	column1
7	1.467	0.003	0.006	0.031	0.017	column1
7	1.467	0.002	0.002	0.031	0.017	column1
7	1.467	0.006	0.01	0.031	0.017	column1
7	1.467	0.011	0.018	0.031	0.017	column1
7	1.467	0.015	0.026	0.031	0.017	column1
7	1.467	0.02	0.034	0.031	0.017	column1
7	1.467	0.024	0.042	0.031	0.017	column1
7	1.467	0.012	0.022	0.031	0.017	column1
7	1.467	0.007	0.014	0.031	0.017	column1
7	1.467	0.003	0.006	0.031	0.017	column1
7	1.467	0.002	0.002	0.031	0.017	column1
7	1.467	0.006	0.01	0.031	0.017	column1
7	1.467	0.011	0.018	0.031	0.017	column1
7	1.467	0.015	0.026	0.031	0.017	column1
7	1.467	0.02	0.034	0.031	0.017	column1
7	1.467	0.024	0.042	0.031	0.017	column1
7	1.467	0.012	0.022	0.031	0.017	column1
7	1.467	0.007	0.014	0.031	0.017	column1
7	1.467	0.003	0.006	0.031	0.017	column1
7	1.467	0.002	0.002	0.031	0.017	column1
7	1.467	0.006	0.01	0.031	0.017	column1
7	1.467	0.011	0.018	0.031	0.017	column1
7	1.467	0.015	0.026	0.031	0.017	column1
7	1.467	0.02	0.034	0.031	0.017	column1
7	1.467	0.024	0.042	0.031	0.017	column1
7	1.467	0.012	0.022	0.031	0.017	column1
7	1.467	0.007	0.014	0.031	0.017	column1
7	1.467	0.003	0.006	0.031	0.017	column1
7	1.467	0.002	0.002	0.031	0.017	column1
7	1.467	0.006	0.01	0.031	0.017	column1
7	1.467	0.011	0.018	0.031	0.017	column1
7	1.467	0.015	0.026	0.031	0.017	column1
7	1.467	0.02	0.034	0.031	0.017	column1
7	1.467	0.024	0.042	0.031	0.017	column1
7	171.507	0.679	1.542	1.757	0.862	column1
7	170.655	0.453	1.081	1.757	0.862	column1
7	169.804	0.226	0.619	1.757	0.862	column1
7	168.953	0	0.158	1.757	0.862	column1
7	168.101	0.226	0.303	1.757	0.862	column1
7	167.25	0.452	0.764	1.757	0.862	column1
7	166.398	0.678	1.225	1.757	0.862	column1
7	165.547	0.905	1.686	1.757	0.862	column1
7	164.695	1.131	2.147	1.757	0.862	column1
7	171.507	0.679	1.542	1.757	0.862	column1
7	170.655	0.453	1.081	1.757	0.862	column1
7	169.804	0.226	0.619	1.757	0.862	column1
7	168.953	0	0.158	1.757	0.862	column1
7	168.101	0.226	0.303	1.757	0.862	column1
7	167.25	0.452	0.764	1.757	0.862	column1
7	166.398	0.678	1.225	1.757	0.862	column1
7	165.547	0.905	1.686	1.757	0.862	column1
7	164.695	1.131	2.147	1.757	0.862	column1
7	171.507	0.679	1.542	1.757	0.862	column1
7	170.655	0.453	1.081	1.757	0.862	column1
7	169.804	0.226	0.619	1.757	0.862	column1
7	168.953	0	0.158	1.757	0.862	column1
7	168.101	0.226	0.303	1.757	0.862	column1
7	167.25	0.452	0.764	1.757	0.862	column1
7	166.398	0.678	1.225	1.757	0.862	column1
7	165.547	0.905	1.686	1.757	0.862	column1
7	164.695	1.131	2.147	1.757	0.862	column1
7	171.507	0.679	1.542	1.757	0.862	column1
7	170.655	0.453	1.081	1.757	0.862	column1
7	169.804	0.226	0.619	1.757	0.862	column1
7	168.953	0	0.158	1.757	0.862	column1
7	168.101	0.226	0.303	1.757	0.862	column1
7	167.25	0.452	0.764	1.757	0.862	column1
7	166.398	0.678	1.225	1.757	0.862	column1
7	165.547	0.905	1.686	1.757	0.862	column1
7	164.695	1.131	2.147	1.757	0.862	column1
7	73.503	0.291	0.661	0.753	0.369	column1
7	73.138	0.194	0.463	0.753	0.369	column1
7	72.773	0.097	0.265	0.753	0.369	column1
7	72.408	0	0.068	0.753	0.369	column1
7	72.043	0.097	0.13	0.753	0.369	column1
7	71.678	0.194	0.327	0.753	0.369	column1
7	71.314	0.291	0.525	0.753	0.369	column1
7	70.949	0.388	0.723	0.753	0.369	column1
7	70.584	0.485	0.92	0.753	0.369	column1
7	73.503	0.291	0.661	0.753	0.369	column1
7	73.138	0.194	0.463	0.753	0.369	column1
7	72.773	0.097	0.265	0.753	0.369	column1
7	72.408	0	0.068	0.753	0.369	column1
7	72.043	0.097	0.13	0.753	0.369	column1
7	71.678	0.194	0.327	0.753	0.369	column1
7	71.314	0.291	0.525	0.753	0.369	column1
7	70.949	0.388	0.723	0.753	0.369	column1
7	70.584	0.485	0.92	0.753	0.369	column1
7	73.503	0.291	0.661	0.753	0.369	column1
7	73.138	0.194	0.463	0.753	0.369	column1
7	72.773	0.097	0.265	0.753	0.369	column1
7	72.408	0	0.068	0.753	0.369	column1
7	72.043	0.097	0.13	0.753	0.369	column1
7	71.678	0.194	0.327	0.753	0.369	column1
7	71.314	0.291	0.525	0.753	0.369	column1
7	70.949	0.388	0.723	0.753	0.369	column1
7	70.584	0.485	0.92	0.753	0.369	column1
7	73.503	0.291	0.661	0.753	0.369	column1
7	73.138	0.194	0.463	0.753	0.369	column1
7	72.773	0.097	0.265	0.753	0.369	column1
7	72.408	0	0.068	0.753	0.369	column1
7	72.043	0.097	0.13	0.753	0.369	column1
7	71.678	0.194	0.327	0.753	0.369	column1
7	71.314	0.291	0.525	0.753	0.369	column1
7	70.949	0.388	0.723	0.753	0.369	column1
7	70.584	0.485	0.92	0.753	0.369	column1
7	46.478	0.565	1.602	2.138	0.82	column1
7	46.478	0.349	1.04	2.138	0.82	column1
7	46.478	0.134	0.479	2.138	0.82	column1
7	46.478	0.082	0.082	2.138	0.82	column1
7	46.478	0.297	0.643	2.138	0.82	column1
7	46.478	0.512	1.205	2.138	0.82	column1
7	46.478	0.728	1.766	2.138	0.82	column1
7	46.478	0.943	2.327	2.138	0.82	column1
7	46.478	1.158	2.888	2.138	0.82	column1
7	2.934	0.023	0.045	0.061	0.034	column1
7	2.934	0.014	0.029	0.061	0.034	column1
7	2.934	0.005	0.013	0.061	0.034	column1
7	2.934	0.004	0.003	0.061	0.034	column1
7	2.934	0.013	0.02	0.061	0.034	column1
7	2.934	0.022	0.036	0.061	0.034	column1
7	2.934	0.031	0.052	0.061	0.034	column1
7	2.934	0.04	0.068	0.061	0.034	column1
7	2.934	0.049	0.084	0.061	0.034	column1
7	2.934	0.023	0.045	0.061	0.034	column1
7	2.934	0.014	0.029	0.061	0.034	column1
7	2.934	0.005	0.013	0.061	0.034	column1
7	2.934	0.004	0.003	0.061	0.034	column1
7	2.934	0.013	0.02	0.061	0.034	column1
7	2.934	0.022	0.036	0.061	0.034	column1
7	2.934	0.031	0.052	0.061	0.034	column1
7	2.934	0.04	0.068	0.061	0.034	column1
7	2.934	0.049	0.084	0.061	0.034	column1
7	6.654	0.162	0.237	0.275	0.231	column1
7	6.654	0.102	0.165	0.275	0.231	column1
7	6.654	0.041	0.092	0.275	0.231	column1
7	6.654	0.019	0.02	0.275	0.231	column1
7	6.654	0.08	0.052	0.275	0.231	column1
7	6.654	0.141	0.124	0.275	0.231	column1
7	6.654	0.201	0.197	0.275	0.231	column1
7	6.654	0.262	0.269	0.275	0.231	column1
7	6.654	0.322	0.341	0.275	0.231	column1
7	9.03	0.22	0.322	0.374	0.313	column1
7	9.03	0.138	0.223	0.374	0.313	column1
7	9.03	0.056	0.125	0.374	0.313	column1
7	9.03	0.026	0.027	0.374	0.313	column1
7	9.03	0.109	0.071	0.374	0.313	column1
7	9.03	0.191	0.169	0.374	0.313	column1
7	9.03	0.273	0.267	0.374	0.313	column1
7	9.03	0.355	0.365	0.374	0.313	column1
7	9.03	0.437	0.463	0.374	0.313	column1
7	60.606	0.242	0.745	1.157	0.431	column1
7	60.026	0.129	0.441	1.157	0.431	column1
7	59.447	0.016	0.137	1.157	0.431	column1
7	58.868	0.097	0.166	1.157	0.431	column1
7	58.289	0.21	0.47	1.157	0.431	column1
7	57.71	0.324	0.774	1.157	0.431	column1
7	57.13	0.437	1.077	1.157	0.431	column1
7	56.551	0.55	1.381	1.157	0.431	column1
7	55.972	0.663	1.685	1.157	0.431	column1
7	1.467	0.883	1.728	1.157	0.431	column1
7	1.467	0.576	1.211	1.157	0.431	column1
7	1.467	0.269	0.694	1.157	0.431	column1
7	1.467	0.038	0.176	1.157	0.431	column1
7	1.467	0.346	0.341	1.157	0.431	column1
7	1.467	0.653	0.858	1.157	0.431	column1
7	1.467	0.96	1.375	1.157	0.431	column1
7	1.467	1.267	1.893	1.157	0.431	column1
7	1.467	1.574	2.41	1.157	0.431	column1
7	171.507	0.883	1.602	2.138	1.17	column1
7	170.655	0.576	1.04	2.138	1.17	column1
7	169.804	0.269	0.479	2.138	1.17	column1
7	168.953	0.038	0.082	2.138	1.17	column1
7	168.101	0.346	0.643	2.138	1.17	column1
7	167.25	0.653	1.205	2.138	1.17	column1
7	166.398	0.96	1.766	2.138	1.17	column1
7	165.547	1.267	2.327	2.138	1.17	column1
7	164.695	1.574	2.888	2.138	1.17	column1
7	171.507	0.883	1.602	2.138	1.17	column1
7	170.655	0.576	1.04	2.138	1.17	column1
7	169.804	0.269	0.479	2.138	1.17	column1
7	168.953	0.038	0.082	2.138	1.17	column1
7	168.101	0.346	0.643	2.138	1.17	column1
7	167.25	0.653	1.205	2.138	1.17	column1
7	166.398	0.96	1.766	2.138	1.17	column1
7	165.547	1.267	2.327	2.138	1.17	column1
7	164.695	1.574	2.888	2.138	1.17	column1
8	103.599	0.41	0.232	0.815	0.677	column1
8	103.02	0.232	0.018	0.815	0.677	column1
8	102.441	0.054	0.196	0.815	0.677	column1
8	101.861	0.123	0.41	0.815	0.677	column1
8	101.282	0.301	0.624	0.815	0.677	column1
8	100.703	0.479	0.838	0.815	0.677	column1
8	100.124	0.657	1.051	0.815	0.677	column1
8	99.545	0.834	1.265	0.815	0.677	column1
8	98.965	1.012	1.479	0.815	0.677	column1
8	145.039	0.574	0.324	1.141	0.948	column1
8	144.228	0.325	0.025	1.141	0.948	column1
8	143.417	0.076	0.275	1.141	0.948	column1
8	142.606	0.173	0.574	1.141	0.948	column1
8	141.795	0.422	0.873	1.141	0.948	column1
8	140.984	0.67	1.173	1.141	0.948	column1
8	140.173	0.919	1.472	1.141	0.948	column1
8	139.362	1.168	1.771	1.141	0.948	column1
8	138.551	1.417	2.071	1.141	0.948	column1
8	131.617	0.521	0.316	1.078	0.896	column1
8	130.922	0.286	0.033	1.078	0.896	column1
8	130.227	0.05	0.25	1.078	0.896	column1
8	129.532	0.185	0.533	1.078	0.896	column1
8	128.837	0.42	0.816	1.078	0.896	column1
8	128.142	0.655	1.099	1.078	0.896	column1
8	127.447	0.89	1.382	1.078	0.896	column1
8	126.752	1.126	1.665	1.078	0.896	column1
8	126.057	1.361	1.948	1.078	0.896	column1
8	138.375	0.653	0.553	1.546	1.179	column1
8	137.679	0.344	0.147	1.546	1.179	column1
8	136.984	0.034	0.259	1.546	1.179	column1
8	136.289	0.275	0.665	1.546	1.179	column1
8	135.594	0.585	1.071	1.546	1.179	column1
8	134.899	0.895	1.477	1.546	1.179	column1
8	134.204	1.204	1.883	1.546	1.179	column1
8	133.509	1.514	2.288	1.546	1.179	column1
8	132.814	1.823	2.694	1.546	1.179	column1
8	1.128	0.008	0.019	0.03	0.012	column1
8	1.128	0.005	0.011	0.03	0.012	column1
8	1.128	0.002	0.003	0.03	0.012	column1
8	1.128	0.001	0.005	0.03	0.012	column1
8	1.128	0.004	0.013	0.03	0.012	column1
8	1.128	0.008	0.021	0.03	0.012	column1
8	1.128	0.011	0.029	0.03	0.012	column1
8	1.128	0.014	0.036	0.03	0.012	column1
8	1.128	0.017	0.044	0.03	0.012	column1
8	1.128	0.008	0.019	0.03	0.012	column1
8	1.128	0.005	0.011	0.03	0.012	column1
8	1.128	0.002	0.003	0.03	0.012	column1
8	1.128	0.001	0.005	0.03	0.012	column1
8	1.128	0.004	0.013	0.03	0.012	column1
8	1.128	0.008	0.021	0.03	0.012	column1
8	1.128	0.011	0.029	0.03	0.012	column1
8	1.128	0.014	0.036	0.03	0.012	column1
8	1.128	0.017	0.044	0.03	0.012	column1
8	1.128	0.008	0.019	0.03	0.012	column1
8	1.128	0.005	0.011	0.03	0.012	column1
8	1.128	0.002	0.003	0.03	0.012	column1
8	1.128	0.001	0.005	0.03	0.012	column1
8	1.128	0.004	0.013	0.03	0.012	column1
8	1.128	0.008	0.021	0.03	0.012	column1
8	1.128	0.011	0.029	0.03	0.012	column1
8	1.128	0.014	0.036	0.03	0.012	column1
8	1.128	0.017	0.044	0.03	0.012	column1
8	1.128	0.008	0.019	0.03	0.012	column1
8	1.128	0.005	0.011	0.03	0.012	column1
8	1.128	0.002	0.003	0.03	0.012	column1
8	1.128	0.001	0.005	0.03	0.012	column1
8	1.128	0.004	0.013	0.03	0.012	column1
8	1.128	0.008	0.021	0.03	0.012	column1
8	1.128	0.011	0.029	0.03	0.012	column1
8	1.128	0.014	0.036	0.03	0.012	column1
8	1.128	0.017	0.044	0.03	0.012	column1
8	152.29	0.602	0.34	1.198	0.995	column1
8	151.439	0.341	0.026	1.198	0.995	column1
8	150.588	0.08	0.288	1.198	0.995	column1
8	149.736	0.181	0.603	1.198	0.995	column1
8	148.885	0.443	0.917	1.198	0.995	column1
8	148.033	0.704	1.231	1.198	0.995	column1
8	147.182	0.965	1.546	1.198	0.995	column1
8	146.33	1.227	1.86	1.198	0.995	column1
8	145.479	1.488	2.174	1.198	0.995	column1
8	152.29	0.602	0.34	1.198	0.995	column1
8	151.439	0.341	0.026	1.198	0.995	column1
8	150.588	0.08	0.288	1.198	0.995	column1
8	149.736	0.181	0.603	1.198	0.995	column1
8	148.885	0.443	0.917	1.198	0.995	column1
8	148.033	0.704	1.231	1.198	0.995	column1
8	147.182	0.965	1.546	1.198	0.995	column1
8	146.33	1.227	1.86	1.198	0.995	column1
8	145.479	1.488	2.174	1.198	0.995	column1
8	152.29	0.602	0.34	1.198	0.995	column1
8	151.439	0.341	0.026	1.198	0.995	column1
8	150.588	0.08	0.288	1.198	0.995	column1
8	149.736	0.181	0.603	1.198	0.995	column1
8	148.885	0.443	0.917	1.198	0.995	column1
8	148.033	0.704	1.231	1.198	0.995	column1
8	147.182	0.965	1.546	1.198	0.995	column1
8	146.33	1.227	1.86	1.198	0.995	column1
8	145.479	1.488	2.174	1.198	0.995	column1
8	152.29	0.602	0.34	1.198	0.995	column1
8	151.439	0.341	0.026	1.198	0.995	column1
8	150.588	0.08	0.288	1.198	0.995	column1
8	149.736	0.181	0.603	1.198	0.995	column1
8	148.885	0.443	0.917	1.198	0.995	column1
8	148.033	0.704	1.231	1.198	0.995	column1
8	147.182	0.965	1.546	1.198	0.995	column1
8	146.33	1.227	1.86	1.198	0.995	column1
8	145.479	1.488	2.174	1.198	0.995	column1
8	65.267	0.258	0.146	0.513	0.427	column1
8	64.902	0.146	0.011	0.513	0.427	column1
8	64.538	0.034	0.124	0.513	0.427	column1
8	64.173	0.078	0.258	0.513	0.427	column1
8	63.808	0.19	0.393	0.513	0.427	column1
8	63.443	0.302	0.528	0.513	0.427	column1
8	63.078	0.414	0.662	0.513	0.427	column1
8	62.713	0.526	0.797	0.513	0.427	column1
8	62.348	0.638	0.932	0.513	0.427	column1
8	65.267	0.258	0.146	0.513	0.427	column1
8	64.902	0.146	0.011	0.513	0.427	column1
8	64.538	0.034	0.124	0.513	0.427	column1
8	64.173	0.078	0.258	0.513	0.427	column1
8	63.808	0.19	0.393	0.513	0.427	column1
8	63.443	0.302	0.528	0.513	0.427	column1
8	63.078	0.414	0.662	0.513	0.427	column1
8	62.713	0.526	0.797	0.513	0.427	column1
8	62.348	0.638	0.932	0.513	0.427	column1
8	65.267	0.258	0.146	0.513	0.427	column1
8	64.902	0.146	0.011	0.513	0.427	column1
8	64.538	0.034	0.124	0.513	0.427	column1
8	64.173	0.078	0.258	0.513	0.427	column1
8	63.808	0.19	0.393	0.513	0.427	column1
8	63.443	0.302	0.528	0.513	0.427	column1
8	63.078	0.414	0.662	0.513	0.427	column1
8	62.713	0.526	0.797	0.513	0.427	column1
8	62.348	0.638	0.932	0.513	0.427	column1
8	65.267	0.258	0.146	0.513	0.427	column1
8	64.902	0.146	0.011	0.513	0.427	column1
8	64.538	0.034	0.124	0.513	0.427	column1
8	64.173	0.078	0.258	0.513	0.427	column1
8	63.808	0.19	0.393	0.513	0.427	column1
8	63.443	0.302	0.528	0.513	0.427	column1
8	63.078	0.414	0.662	0.513	0.427	column1
8	62.713	0.526	0.797	0.513	0.427	column1
8	62.348	0.638	0.932	0.513	0.427	column1
8	40.955	0.603	1.309	2.159	0.835	column1
8	40.955	0.383	0.742	2.159	0.835	column1
8	40.955	0.164	0.175	2.159	0.835	column1
8	40.955	0.055	0.392	2.159	0.835	column1
8	40.955	0.274	0.958	2.159	0.835	column1
8	40.955	0.494	1.525	2.159	0.835	column1
8	40.955	0.713	2.092	2.159	0.835	column1
8	40.955	0.932	2.659	2.159	0.835	column1
8	40.955	1.151	3.226	2.159	0.835	column1
8	2.257	0.017	0.037	0.06	0.024	column1
8	2.257	0.01	0.022	0.06	0.024	column1
8	2.257	0.004	0.006	0.06	0.024	column1
8	2.257	0.002	0.01	0.06	0.024	column1
8	2.257	0.009	0.026	0.06	0.024	column1
8	2.257	0.015	0.041	0.06	0.024	column1
8	2.257	0.021	0.057	0.06	0.024	column1
8	2.257	0.028	0.073	0.06	0.024	column1
8	2.257	0.034	0.088	0.06	0.024	column1
8	2.257	0.017	0.037	0.06	0.024	column1
8	2.257	0.01	0.022	0.06	0.024	column1
8	2.257	0.004	0.006	0.06	0.024	column1
8	2.257	0.002	0.01	0.06	0.024	column1
8	2.257	0.009	0.026	0.06	0.024	column1
8	2.257	0.015	0.041	0.06	0.024	column1
8	2.257	0.021	0.057	0.06	0.024	column1
8	2.257	0.028	0.073	0.06	0.024	column1
8	2.257	0.034	0.088	0.06	0.024	column1
8	5.434	0.082	0.144	0.289	0.18	column1
8	5.434	0.035	0.068	0.289	0.18	column1
8	5.434	0.012	0.008	0.289	0.18	column1
8	5.434	0.06	0.084	0.289	0.18	column1
8	5.434	0.107	0.16	0.289	0.18	column1
8	5.434	0.154	0.236	0.289	0.18	column1
8	5.434	0.202	0.312	0.289	0.18	column1
8	5.434	0.249	0.388	0.289	0.18	column1
8	5.434	0.296	0.464	0.289	0.18	column1
8	7.374	0.111	0.195	0.393	0.244	column1
8	7.374	0.047	0.092	0.393	0.244	column1
8	7.374	0.017	0.011	0.393	0.244	column1
8	7.374	0.081	0.114	0.393	0.244	column1
8	7.374	0.145	0.217	0.393	0.244	column1
8	7.374	0.209	0.321	0.393	0.244	column1
8	7.374	0.274	0.424	0.393	0.244	column1
8	7.374	0.338	0.527	0.393	0.244	column1
8	7.374	0.402	0.63	0.393	0.244	column1
8	54.953	0.258	1.184	1.574	0.314	column1
8	54.374	0.176	0.77	1.574	0.314	column1
8	53.795	0.093	0.357	1.574	0.314	column1
8	53.216	0.011	0.056	1.574	0.314	column1
8	52.636	0.071	0.469	1.574	0.314	column1
8	52.057	0.154	0.882	1.574	0.314	column1
8	51.478	0.236	1.296	1.574	0.314	column1
8	50.899	0.319	1.709	1.574	0.314	column1
8	50.32	0.401	2.122	1.574	0.314	column1
8	1.128	0.653	1.309	2.159	0.314	column1
8	1.128	0.344	0.742	2.159	0.314	column1
8	1.128	0.034	0.175	2.159	0.314	column1
8	1.128	0.275	0.392	2.159	0.314	column1
8	1.128	0.585	0.958	2.159	0.314	column1
8	1.128	0.895	1.525	2.159	0.314	column1
8	1.128	1.204	2.092	2.159	0.314	column1
8	1.128	1.514	2.659	2.159	0.314	column1
8	1.128	1.823	3.226	2.159	0.314	column1
8	152.29	0.653	1.184	1.574	1.179	column1
8	151.439	0.344	0.77	1.574	1.179	column1
8	150.588	0.034	0.357	1.574	1.179	column1
8	149.736	0.275	0.056	1.574	1.179	column1
8	148.885	0.585	0.469	1.574	1.179	column1
8	148.033	0.895	0.882	1.574	1.179	column1
8	147.182	1.204	1.296	1.574	1.179	column1
8	146.33	1.514	1.709	1.574	1.179	column1
8	145.479	1.823	2.122	1.574	1.179	column1
8	152.29	0.653	1.309	2.159	1.179	column1
8	151.439	0.344	0.742	2.159	1.179	column1
8	150.588	0.034	0.175	2.159	1.179	column1
8	149.736	0.275	0.392	2.159	1.179	column1
8	148.885	0.585	0.958	2.159	1.179	column1
8	148.033	0.895	1.525	2.159	1.179	column1
8	147.182	1.204	2.092	2.159	1.179	column1
8	146.33	1.514	2.659	2.159	1.179	column1
8	145.479	1.823	3.226	2.159	1.179	column1
20	89.458	2.995	7.911	8.164	3.208	column1
20	88.575	1.712	4.645	8.164	3.208	column1
20	87.692	0.428	1.379	8.164	3.208	column1
20	86.81	0.855	1.886	8.164	3.208	column1
20	85.927	2.138	5.152	8.164	3.208	column1
20	85.045	3.422	8.418	8.164	3.208	column1
20	84.162	4.705	11.684	8.164	3.208	column1
20	83.279	5.988	14.949	8.164	3.208	column1
20	82.397	7.271	18.215	8.164	3.208	column1
20	125.241	4.193	11.075	11.43	4.491	column1
20	124.005	2.396	6.503	11.43	4.491	column1
20	122.769	0.6	1.931	11.43	4.491	column1
20	121.534	1.197	2.641	11.43	4.491	column1
20	120.298	2.994	7.213	11.43	4.491	column1
20	119.062	4.79	11.785	11.43	4.491	column1
20	117.827	6.587	16.357	11.43	4.491	column1
20	116.591	8.383	20.929	11.43	4.491	column1
20	115.356	10.18	25.501	11.43	4.491	column1
20	114.493	3.718	9.754	10.119	4.034	column1
20	113.434	2.104	5.707	10.119	4.034	column1
20	112.375	0.491	1.659	10.119	4.034	column1
20	111.316	1.123	2.389	10.119	4.034	column1
20	110.257	2.736	6.437	10.119	4.034	column1
20	109.197	4.35	10.484	10.119	4.034	column1
20	108.138	5.963	14.532	10.119	4.034	column1
