member_id	Pu	My	Mz	Sy	Sz	section
23	130.39	2.518	6.877	12.039	4.718	column1
23	129.093	0.631	2.062	12.039	4.718	column1
23	127.795	1.256	2.754	12.039	4.718	column1
23	126.498	3.143	7.569	12.039	4.718	column1
23	125.2	5.03	12.385	12.039	4.718	column1
23	123.903	6.918	17.201	12.039	4.718	column1
23	122.606	8.805	22.016	12.039	4.718	column1
23	121.308	10.692	26.832	12.039	4.718	column1
23	131.688	4.406	11.693	12.039	4.718	column1
23	130.39	2.518	6.877	12.039	4.718	column1
23	129.093	0.631	2.062	12.039	4.718	column1
23	127.795	1.256	2.754	12.039	4.718	column1
23	126.498	3.143	7.569	12.039	4.718	column1
23	125.2	5.03	12.385	12.039	4.718	column1
23	123.903	6.918	17.201	12.039	4.718	column1
23	122.606	8.805	22.016	12.039	4.718	column1
23	121.308	10.692	26.832	12.039	4.718	column1
23	56.438	1.888	5.011	5.16	2.022	column1
23	55.882	1.079	2.947	5.16	2.022	column1
23	55.325	0.271	0.884	5.16	2.022	column1
23	54.769	0.538	1.18	5.16	2.022	column1
23	54.213	1.347	3.244	5.16	2.022	column1
23	53.657	2.156	5.308	5.16	2.022	column1
23	53.101	2.965	7.372	5.16	2.022	column1
23	52.545	3.774	9.436	5.16	2.022	column1
23	51.989	4.582	11.499	5.16	2.022	column1
23	56.438	1.888	5.011	5.16	2.022	column1
23	55.882	1.079	2.947	5.16	2.022	column1
23	55.325	0.271	0.884	5.16	2.022	column1
23	54.769	0.538	1.18	5.16	2.022	column1
23	54.213	1.347	3.244	5.16	2.022	column1
23	53.657	2.156	5.308	5.16	2.022	column1
23	53.101	2.965	7.372	5.16	2.022	column1
23	52.545	3.774	9.436	5.16	2.022	column1
23	51.989	4.582	11.499	5.16	2.022	column1
23	56.438	1.888	5.011	5.16	2.022	column1
23	55.882	1.079	2.947	5.16	2.022	column1
23	55.325	0.271	0.884	5.16	2.022	column1
23	54.769	0.538	1.18	5.16	2.022	column1
23	54.213	1.347	3.244	5.16	2.022	column1
23	53.657	2.156	5.308	5.16	2.022	column1
23	53.101	2.965	7.372	5.16	2.022	column1
23	52.545	3.774	9.436	5.16	2.022	column1
23	51.989	4.582	11.499	5.16	2.022	column1
23	56.438	1.888	5.011	5.16	2.022	column1
23	55.882	1.079	2.947	5.16	2.022	column1
23	55.325	0.271	0.884	5.16	2.022	column1
23	54.769	0.538	1.18	5.16	2.022	column1
23	54.213	1.347	3.244	5.16	2.022	column1
23	53.657	2.156	5.308	5.16	2.022	column1
23	53.101	2.965	7.372	5.16	2.022	column1
23	52.545	3.774	9.436	5.16	2.022	column1
23	51.989	4.582	11.499	5.16	2.022	column1
23	41.122	1.395	3.817	4.742	1.672	column1
23	41.122	0.726	1.92	4.742	1.672	column1
23	41.122	0.057	0.023	4.742	1.672	column1
23	41.122	0.612	1.874	4.742	1.672	column1
23	41.122	1.28	3.771	4.742	1.672	column1
23	41.122	1.949	5.668	4.742	1.672	column1
23	41.122	2.618	7.565	4.742	1.672	column1
23	41.122	3.286	9.462	4.742	1.672	column1
23	41.122	3.955	11.358	4.742	1.672	column1
23	2.251	0.041	0.102	0.13	0.049	column1
23	2.251	0.021	0.05	0.13	0.049	column1
23	2.251	0.002	0.002	0.13	0.049	column1
23	2.251	0.018	0.054	0.13	0.049	column1
23	2.251	0.037	0.106	0.13	0.049	column1
23	2.251	0.057	0.157	0.13	0.049	column1
23	2.251	0.076	0.209	0.13	0.049	column1
23	2.251	0.096	0.261	0.13	0.049	column1
23	2.251	0.115	0.313	0.13	0.049	column1
23	2.251	0.041	0.102	0.13	0.049	column1
23	2.251	0.021	0.05	0.13	0.049	column1
23	2.251	0.002	0.002	0.13	0.049	column1
23	2.251	0.018	0.054	0.13	0.049	column1
23	2.251	0.037	0.106	0.13	0.049	column1
23	2.251	0.057	0.157	0.13	0.049	column1
23	2.251	0.076	0.209	0.13	0.049	column1
23	2.251	0.096	0.261	0.13	0.049	column1
23	2.251	0.115	0.313	0.13	0.049	column1
23	5.22	0.279	0.625	0.78	0.386	column1
23	5.22	0.124	0.313	0.78	0.386	column1
23	5.22	0.03	0.001	0.78	0.386	column1
23	5.22	0.185	0.311	0.78	0.386	column1
23	5.22	0.339	0.623	0.78	0.386	column1
23	5.22	0.493	0.935	0.78	0.386	column1
23	5.22	0.648	1.248	0.78	0.386	column1
23	5.22	0.802	1.56	0.78	0.386	column1
23	5.22	0.957	1.872	0.78	0.386	column1
23	7.084	0.378	0.849	1.059	0.524	column1
23	7.084	0.168	0.425	1.059	0.524	column1
23	7.084	0.041	0.002	1.059	0.524	column1
23	7.084	0.251	0.422	1.059	0.524	column1
23	7.084	0.46	0.846	1.059	0.524	column1
23	7.084	0.67	1.269	1.059	0.524	column1
23	7.084	0.879	1.693	1.059	0.524	column1
23	7.084	1.089	2.117	1.059	0.524	column1
23	7.084	1.298	2.54	1.059	0.524	column1
23	40.99	1.365	3.614	2.797	1.201	column1
23	40.108	0.884	2.496	2.797	1.201	column1
23	39.225	0.404	1.377	2.797	1.201	column1
23	38.342	0.076	0.258	2.797	1.201	column1
23	37.46	0.556	0.861	2.797	1.201	column1
23	36.577	1.037	1.979	2.797	1.201	column1
23	35.695	1.517	3.098	2.797	1.201	column1
23	34.812	1.997	4.217	2.797	1.201	column1
23	33.929	2.477	5.336	2.797	1.201	column1
23	1.126	4.406	11.693	0.13	0.049	column1
23	1.126	2.518	6.877	0.13	0.049	column1
23	1.126	0.631	2.062	0.13	0.049	column1
23	1.126	1.256	2.754	0.13	0.049	column1
23	1.126	3.143	7.569	0.13	0.049	column1
23	1.126	5.03	12.385	0.13	0.049	column1
23	1.126	6.918	17.201	0.13	0.049	column1
23	1.126	8.805	22.016	0.13	0.049	column1
23	1.126	10.692	26.832	0.13	0.049	column1
23	131.688	4.406	11.693	12.039	4.718	column1
23	130.39	2.518	6.877	12.039	4.718	column1
23	129.093	0.631	2.062	12.039	4.718	column1
23	127.795	1.256	2.754	12.039	4.718	column1
23	126.498	3.143	7.569	12.039	4.718	column1
23	125.2	5.03	12.385	12.039	4.718	column1
23	123.903	6.918	17.201	12.039	4.718	column1
23	122.606	8.805	22.016	12.039	4.718	column1
23	121.308	10.692	26.832	12.039	4.718	column1
23	131.688	4.406	11.693	12.039	4.718	column1
23	130.39	2.518	6.877	12.039	4.718	column1
23	129.093	0.631	2.062	12.039	4.718	column1
23	127.795	1.256	2.754	12.039	4.718	column1
23	126.498	3.143	7.569	12.039	4.718	column1
23	125.2	5.03	12.385	12.039	4.718	column1
23	123.903	6.918	17.201	12.039	4.718	column1
23	122.606	8.805	22.016	12.039	4.718	column1
23	121.308	10.692	26.832	12.039	4.718	column1
24	89.677	3.289	7.687	8.1	3.335	column1
24	88.794	1.955	4.447	8.1	3.335	column1
24	87.911	0.621	1.207	8.1	3.335	column1
24	87.029	0.712	2.033	8.1	3.335	column1
24	86.146	2.046	5.273	8.1	3.335	column1
24	85.264	3.38	8.513	8.1	3.335	column1
24	84.381	4.714	11.754	8.1	3.335	column1
24	83.498	6.048	14.994	8.1	3.335	column1
24	82.616	7.382	18.234	8.1	3.335	column1
24	125.547	4.605	10.762	11.34	4.669	column1
24	124.311	2.737	6.225	11.34	4.669	column1
24	123.076	0.87	1.689	11.34	4.669	column1
24	121.84	0.997	2.847	11.34	4.669	column1
24	120.605	2.865	7.383	11.34	4.669	column1
24	119.369	4.732	11.919	11.34	4.669	column1
24	118.133	6.6	16.455	11.34	4.669	column1
24	116.898	8.467	20.991	11.34	4.669	column1
24	115.662	10.335	25.527	11.34	4.669	column1
24	114.867	4.173	9.453	10.028	4.238	column1
24	113.808	2.478	5.441	10.028	4.238	column1
24	112.748	0.783	1.43	10.028	4.238	column1
24	111.689	0.912	2.581	10.028	4.238	column1
24	110.63	2.607	6.593	10.028	4.238	column1
24	109.571	4.302	10.604	10.028	4.238	column1
24	108.512	5.997	14.616	10.028	4.238	column1
24	107.453	7.692	18.627	10.028	4.238	column1
24	106.394	9.387	22.638	10.028	4.238	column1
24	121.524	4.838	10.365	11.234	4.961	column1
24	120.465	2.854	5.871	11.234	4.961	column1
24	119.406	0.87	1.378	11.234	4.961	column1
24	118.347	1.115	3.116	11.234	4.961	column1
24	117.288	3.099	7.609	11.234	4.961	column1
24	116.229	5.084	12.103	11.234	4.961	column1
24	115.17	7.068	16.596	11.234	4.961	column1
24	114.11	9.053	21.09	11.234	4.961	column1
24	113.051	11.037	25.583	11.234	4.961	column1
24	1.129	0.02	0.05	0.064	0.025	column1
24	1.129	0.01	0.024	0.064	0.025	column1
24	1.129	0.001	0.002	0.064	0.025	column1
24	1.129	0.009	0.027	0.064	0.025	column1
24	1.129	0.019	0.053	0.064	0.025	column1
24	1.129	0.029	0.078	0.064	0.025	column1
24	1.129	0.039	0.104	0.064	0.025	column1
24	1.129	0.049	0.129	0.064	0.025	column1
24	1.129	0.059	0.155	0.064	0.025	column1
24	1.129	0.02	0.05	0.064	0.025	column1
24	1.129	0.01	0.024	0.064	0.025	column1
24	1.129	0.001	0.002	0.064	0.025	column1
24	1.129	0.009	0.027	0.064	0.025	column1
24	1.129	0.019	0.053	0.064	0.025	column1
24	1.129	0.029	0.078	0.064	0.025	column1
24	1.129	0.039	0.104	0.064	0.025	column1
24	1.129	0.049	0.129	0.064	0.025	column1
24	1.129	0.059	0.155	0.064	0.025	column1
24	1.129	0.02	0.05	0.064	0.025	column1
24	1.129	0.01	0.024	0.064	0.025	column1
24	1.129	0.001	0.002	0.064	0.025	column1
24	1.129	0.009	0.027	0.064	0.025	column1
24	1.129	0.019	0.053	0.064	0.025	column1
24	1.129	0.029	0.078	0.064	0.025	column1
24	1.129	0.039	0.104	0.064	0.025	column1
24	1.129	0.049	0.129	0.064	0.025	column1
24	1.129	0.059	0.155	0.064	0.025	column1
24	1.129	0.02	0.05	0.064	0.025	column1
24	1.129	0.01	0.024	0.064	0.025	column1
24	1.129	0.001	0.002	0.064	0.025	column1
24	1.129	0.009	0.027	0.064	0.025	column1
24	1.129	0.019	0.053	0.064	0.025	column1
24	1.129	0.029	0.078	0.064	0.025	column1
24	1.129	0.039	0.104	0.064	0.025	column1
24	1.129	0.049	0.129	0.064	0.025	column1
24	1.129	0.059	0.155	0.064	0.025	column1
24	131.824	4.835	11.3	11.907	4.902	column1
24	130.527	2.874	6.537	11.907	4.902	column1
24	129.23	0.913	1.774	11.907	4.902	column1
24	127.932	1.047	2.989	11.907	4.902	column1
24	126.635	3.008	7.752	11.907	4.902	column1
24	125.337	4.969	12.515	11.907	4.902	column1
24	124.04	6.93	17.278	11.907	4.902	column1
24	122.743	8.891	22.041	11.907	4.902	column1
24	121.445	10.851	26.803	11.907	4.902	column1
24	131.824	4.835	11.3	11.907	4.902	column1
24	130.527	2.874	6.537	11.907	4.902	column1
24	129.23	0.913	1.774	11.907	4.902	column1
24	127.932	1.047	2.989	11.907	4.902	column1
24	126.635	3.008	7.752	11.907	4.902	column1
24	125.337	4.969	12.515	11.907	4.902	column1
24	124.04	6.93	17.278	11.907	4.902	column1
24	122.743	8.891	22.041	11.907	4.902	column1
24	121.445	10.851	26.803	11.907	4.902	column1
24	131.824	4.835	11.3	11.907	4.902	column1
24	130.527	2.874	6.537	11.907	4.902	column1
24	129.23	0.913	1.774	11.907	4.902	column1
24	127.932	1.047	2.989	11.907	4.902	column1
24	126.635	3.008	7.752	11.907	4.902	column1
24	125.337	4.969	12.515	11.907	4.902	column1
24	124.04	6.93	17.278	11.907	4.902	column1
24	122.743	8.891	22.041	11.907	4.902	column1
24	121.445	10.851	26.803	11.907	4.902	column1
24	131.824	4.835	11.3	11.907	4.902	column1
24	130.527	2.874	6.537	11.907	4.902	column1
24	129.23	0.913	1.774	11.907	4.902	column1
24	127.932	1.047	2.989	11.907	4.902	column1
24	126.635	3.008	7.752	11.907	4.902	column1
24	125.337	4.969	12.515	11.907	4.902	column1
24	124.04	6.93	17.278	11.907	4.902	column1
24	122.743	8.891	22.041	11.907	4.902	column1
24	121.445	10.851	26.803	11.907	4.902	column1
24	56.496	2.072	4.843	5.103	2.101	column1
24	55.94	1.232	2.801	5.103	2.101	column1
24	55.384	0.391	0.76	5.103	2.101	column1
24	54.828	0.449	1.281	5.103	2.101	column1
24	54.272	1.289	3.322	5.103	2.101	column1
24	53.716	2.13	5.363	5.103	2.101	column1
24	53.16	2.97	7.405	5.103	2.101	column1
24	52.604	3.81	9.446	5.103	2.101	column1
24	52.048	4.651	11.487	5.103	2.101	column1
24	56.496	2.072	4.843	5.103	2.101	column1
24	55.94	1.232	2.801	5.103	2.101	column1
24	55.384	0.391	0.76	5.103	2.101	column1
24	54.828	0.449	1.281	5.103	2.101	column1
24	54.272	1.289	3.322	5.103	2.101	column1
24	53.716	2.13	5.363	5.103	2.101	column1
24	53.16	2.97	7.405	5.103	2.101	column1
24	52.604	3.81	9.446	5.103	2.101	column1
24	52.048	4.651	11.487	5.103	2.101	column1
24	56.496	2.072	4.843	5.103	2.101	column1
24	55.94	1.232	2.801	5.103	2.101	column1
24	55.384	0.391	0.76	5.103	2.101	column1
24	54.828	0.449	1.281	5.103	2.101	column1
24	54.272	1.289	3.322	5.103	2.101	column1
24	53.716	2.13	5.363	5.103	2.101	column1
24	53.16	2.97	7.405	5.103	2.101	column1
24	52.604	3.81	9.446	5.103	2.101	column1
24	52.048	4.651	11.487	5.103	2.101	column1
24	56.496	2.072	4.843	5.103	2.101	column1
24	55.94	1.232	2.801	5.103	2.101	column1
24	55.384	0.391	0.76	5.103	2.101	column1
24	54.828	0.449	1.281	5.103	2.101	column1
24	54.272	1.289	3.322	5.103	2.101	column1
24	53.716	2.13	5.363	5.103	2.101	column1
24	53.16	2.97	7.405	5.103	2.101	column1
24	52.604	3.81	9.446	5.103	2.101	column1
24	52.048	4.651	11.487	5.103	2.101	column1
24	40.909	1.365	3.672	4.697	1.645	column1
24	40.909	0.707	1.793	4.697	1.645	column1
24	40.909	0.049	0.086	4.697	1.645	column1
24	40.909	0.609	1.964	4.697	1.645	column1
24	40.909	1.268	3.843	4.697	1.645	column1
24	40.909	1.926	5.722	4.697	1.645	column1
24	40.909	2.584	7.601	4.697	1.645	column1
24	40.909	3.242	9.479	4.697	1.645	column1
24	40.909	3.9	11.358	4.697	1.645	column1
24	2.258	0.041	0.099	0.128	0.05	column1
24	2.258	0.021	0.048	0.128	0.05	column1
24	2.258	0.001	0.003	0.128	0.05	column1
24	2.258	0.019	0.054	0.128	0.05	column1
24	2.258	0.039	0.105	0.128	0.05	column1
24	2.258	0.058	0.157	0.128	0.05	column1
24	2.258	0.078	0.208	0.128	0.05	column1
24	2.258	0.098	0.259	0.128	0.05	column1
24	2.258	0.118	0.31	0.128	0.05	column1
24	2.258	0.041	0.099	0.128	0.05	column1
24	2.258	0.021	0.048	0.128	0.05	column1
24	2.258	0.001	0.003	0.128	0.05	column1
24	2.258	0.019	0.054	0.128	0.05	column1
24	2.258	0.039	0.105	0.128	0.05	column1
24	2.258	0.058	0.157	0.128	0.05	column1
24	2.258	0.078	0.208	0.128	0.05	column1
24	2.258	0.098	0.259	0.128	0.05	column1
24	2.258	0.118	0.31	0.128	0.05	column1
24	5.367	0.429	0.571	0.756	0.465	column1
24	5.367	0.243	0.269	0.756	0.465	column1
24	5.367	0.058	0.034	0.756	0.465	column1
24	5.367	0.128	0.336	0.756	0.465	column1
24	5.367	0.314	0.639	0.756	0.465	column1
24	5.367	0.5	0.941	0.756	0.465	column1
24	5.367	0.686	1.243	0.756	0.465	column1
24	5.367	0.872	1.546	0.756	0.465	column1
24	5.367	1.058	1.848	0.756	0.465	column1
24	7.284	0.583	0.775	1.026	0.631	column1
24	7.284	0.33	0.364	1.026	0.631	column1
24	7.284	0.078	0.046	1.026	0.631	column1
24	7.284	0.174	0.456	1.026	0.631	column1
24	7.284	0.426	0.867	1.026	0.631	column1
24	7.284	0.679	1.277	1.026	0.631	column1
24	7.284	0.931	1.688	1.026	0.631	column1
24	7.284	1.183	2.098	1.026	0.631	column1
24	7.284	1.436	2.508	1.026	0.631	column1
24	41.142	1.535	3.543	2.775	1.274	column1
24	40.259	1.026	2.433	2.775	1.274	column1
24	39.377	0.516	1.323	2.775	1.274	column1
24	38.494	0.006	0.213	2.775	1.274	column1
24	37.612	0.503	0.897	2.775	1.274	column1
24	36.729	1.013	2.007	2.775	1.274	column1
24	35.846	1.523	3.117	2.775	1.274	column1
24	34.964	2.032	4.227	2.775	1.274	column1
24	34.081	2.542	5.338	2.775	1.274	column1
24	1.129	4.838	11.3	11.907	4.961	column1
24	1.129	2.854	6.537	11.907	4.961	column1
24	1.129	0.87	1.774	11.907	4.961	column1
24	1.129	1.115	2.989	11.907	4.961	column1
24	1.129	3.099	7.752	11.907	4.961	column1
24	1.129	5.084	12.515	11.907	4.961	column1
24	1.129	7.068	17.278	11.907	4.961	column1
24	1.129	9.053	22.041	11.907	4.961	column1
24	1.129	11.037	26.803	11.907	4.961	column1
24	131.824	4.838	11.3	0.128	0.05	column1
24	130.527	2.854	6.537	0.128	0.05	column1
24	129.23	0.87	1.774	0.128	0.05	column1
24	127.932	1.115	2.989	0.128	0.05	column1
24	126.635	3.099	7.752	0.128	0.05	column1
24	125.337	5.084	12.515	0.128	0.05	column1
24	124.04	7.068	17.278	0.128	0.05	column1
24	122.743	9.053	22.041	0.128	0.05	column1
24	121.445	11.037	26.803	0.128	0.05	column1
24	131.824	4.838	11.3	11.907	4.961	column1
24	130.527	2.854	6.537	11.907	4.961	column1
24	129.23	0.87	1.774	11.907	4.961	column1
24	127.932	1.115	2.989	11.907	4.961	column1
24	126.635	3.099	7.752	11.907	4.961	column1
24	125.337	5.084	12.515	11.907	4.961	column1
24	124.04	7.068	17.278	11.907	4.961	column1
24	122.743	9.053	22.041	11.907	4.961	column1
24	121.445	11.037	26.803	11.907	4.961	column1
25	101.612	3.456	6.13	5.923	3.266	column1
25	100.73	2.149	3.761	5.923	3.266	column1
25	99.847	0.843	1.392	5.923	3.266	column1
25	98.964	0.464	0.977	5.923	3.266	column1
25	98.082	1.77	3.347	5.923	3.266	column1
25	97.199	3.077	5.716	5.923	3.266	column1
25	96.317	4.383	8.085	5.923	3.266	column1
25	95.434	5.689	10.454	5.923	3.266	column1
25	94.551	6.996	12.823	5.923	3.266	column1
25	142.257	4.838	8.583	8.292	4.573	column1
25	141.022	3.009	5.266	8.292	4.573	column1
25	139.786	1.18	1.949	8.292	4.573	column1
25	138.55	0.649	1.368	8.292	4.573	column1
25	137.315	2.478	4.685	8.292	4.573	column1
25	136.079	4.307	8.002	8.292	4.573	column1
25	134.843	6.136	11.319	8.292	4.573	column1
25	133.608	7.965	14.636	8.292	4.573	column1
25	132.372	9.794	17.953	8.292	4.573	column1
25	131.15	4.318	7.434	7.174	4.061	column1
25	130.091	2.694	4.564	7.174	4.061	column1
25	129.032	1.069	1.695	7.174	4.061	column1
25	127.973	0.555	1.175	7.174	4.061	column1
25	126.913	2.18	4.044	7.174	4.061	column1
25	125.854	3.804	6.914	7.174	4.061	column1
25	124.795	5.429	9.783	7.174	4.061	column1
25	123.736	7.053	12.653	7.174	4.061	column1
25	122.677	8.677	15.522	7.174	4.061	column1
25	139.34	4.934	8.018	7.805	4.662	column1
25	138.28	3.069	4.896	7.805	4.662	column1
25	137.221	1.204	1.774	7.805	4.662	column1
25	136.162	0.661	1.348	7.805	4.662	column1
25	135.103	2.526	4.471	7.805	4.662	column1
25	134.044	4.391	7.593	7.805	4.662	column1
25	132.985	6.256	10.715	7.805	4.662	column1
25	131.926	8.121	13.837	7.805	4.662	column1
25	130.867	9.986	16.959	7.805	4.662	column1
25	1.466	0.029	0.05	0.059	0.035	column1
25	1.466	0.015	0.027	0.059	0.035	column1
25	1.466	0.001	0.003	0.059	0.035	column1
25	1.466	0.013	0.021	0.059	0.035	column1
25	1.466	0.027	0.044	0.059	0.035	column1
25	1.466	0.041	0.068	0.059	0.035	column1
25	1.466	0.055	0.091	0.059	0.035	column1
25	1.466	0.069	0.115	0.059	0.035	column1
25	1.466	0.083	0.138	0.059	0.035	column1
25	1.466	0.029	0.05	0.059	0.035	column1
25	1.466	0.015	0.027	0.059	0.035	column1
25	1.466	0.001	0.003	0.059	0.035	column1
25	1.466	0.013	0.021	0.059	0.035	column1
25	1.466	0.027	0.044	0.059	0.035	column1
25	1.466	0.041	0.068	0.059	0.035	column1
25	1.466	0.055	0.091	0.059	0.035	column1
25	1.466	0.069	0.115	0.059	0.035	column1
25	1.466	0.083	0.138	0.059	0.035	column1
25	1.466	0.029	0.05	0.059	0.035	column1
25	1.466	0.015	0.027	0.059	0.035	column1
25	1.466	0.001	0.003	0.059	0.035	column1
25	1.466	0.013	0.021	0.059	0.035	column1
25	1.466	0.027	0.044	0.059	0.035	column1
25	1.466	0.041	0.068	0.059	0.035	column1
25	1.466	0.055	0.091	0.059	0.035	column1
25	1.466	0.069	0.115	0.059	0.035	column1
25	1.466	0.083	0.138	0.059	0.035	column1
25	1.466	0.029	0.05	0.059	0.035	column1
25	1.466	0.015	0.027	0.059	0.035	column1
25	1.466	0.001	0.003	0.059	0.035	column1
25	1.466	0.013	0.021	0.059	0.035	column1
25	1.466	0.027	0.044	0.059	0.035	column1
25	1.466	0.041	0.068	0.059	0.035	column1
25	1.466	0.055	0.091	0.059	0.035	column1
25	1.466	0.069	0.115	0.059	0.035	column1
25	1.466	0.083	0.138	0.059	0.035	column1
25	149.37	5.08	9.012	8.707	4.801	column1
25	148.073	3.16	5.529	8.707	4.801	column1
25	146.775	1.239	2.046	8.707	4.801	column1
25	145.478	0.681	1.437	8.707	4.801	column1
25	144.18	2.602	4.919	8.707	4.801	column1
25	142.883	4.522	8.402	8.707	4.801	column1
25	141.586	6.443	11.885	8.707	4.801	column1
25	140.288	8.364	15.368	8.707	4.801	column1
25	138.991	10.284	18.85	8.707	4.801	column1
25	149.37	5.08	9.012	8.707	4.801	column1
25	148.073	3.16	5.529	8.707	4.801	column1
25	146.775	1.239	2.046	8.707	4.801	column1
25	145.478	0.681	1.437	8.707	4.801	column1
25	144.18	2.602	4.919	8.707	4.801	column1
25	142.883	4.522	8.402	8.707	4.801	column1
25	141.586	6.443	11.885	8.707	4.801	column1
25	140.288	8.364	15.368	8.707	4.801	column1
25	138.991	10.284	18.85	8.707	4.801	column1
25	149.37	5.08	9.012	8.707	4.801	column1
25	148.073	3.16	5.529	8.707	4.801	column1
25	146.775	1.239	2.046	8.707	4.801	column1
25	145.478	0.681	1.437	8.707	4.801	column1
25	144.18	2.602	4.919	8.707	4.801	column1
25	142.883	4.522	8.402	8.707	4.801	column1
25	141.586	6.443	11.885	8.707	4.801	column1
25	140.288	8.364	15.368	8.707	4.801	column1
25	138.991	10.284	18.85	8.707	4.801	column1
25	149.37	5.08	9.012	8.707	4.801	column1
25	148.073	3.16	5.529	8.707	4.801	column1
25	146.775	1.239	2.046	8.707	4.801	column1
25	145.478	0.681	1.437	8.707	4.801	column1
25	144.18	2.602	4.919	8.707	4.801	column1
25	142.883	4.522	8.402	8.707	4.801	column1
25	141.586	6.443	11.885	8.707	4.801	column1
25	140.288	8.364	15.368	8.707	4.801	column1
25	138.991	10.284	18.85	8.707	4.801	column1
25	64.016	2.177	3.862	3.732	2.058	column1
25	63.46	1.354	2.37	3.732	2.058	column1
25	62.904	0.531	0.877	3.732	2.058	column1
25	62.348	0.292	0.616	3.732	2.058	column1
25	61.792	1.115	2.108	3.732	2.058	column1
25	61.236	1.938	3.601	3.732	2.058	column1
25	60.68	2.761	5.094	3.732	2.058	column1
25	60.123	3.584	6.586	3.732	2.058	column1
25	59.567	4.407	8.079	3.732	2.058	column1
25	64.016	2.177	3.862	3.732	2.058	column1
25	63.46	1.354	2.37	3.732	2.058	column1
25	62.904	0.531	0.877	3.732	2.058	column1
25	62.348	0.292	0.616	3.732	2.058	column1
25	61.792	1.115	2.108	3.732	2.058	column1
25	61.236	1.938	3.601	3.732	2.058	column1
25	60.68	2.761	5.094	3.732	2.058	column1
25	60.123	3.584	6.586	3.732	2.058	column1
25	59.567	4.407	8.079	3.732	2.058	column1
25	64.016	2.177	3.862	3.732	2.058	column1
25	63.46	1.354	2.37	3.732	2.058	column1
25	62.904	0.531	0.877	3.732	2.058	column1
25	62.348	0.292	0.616	3.732	2.058	column1
25	61.792	1.115	2.108	3.732	2.058	column1
25	61.236	1.938	3.601	3.732	2.058	column1
25	60.68	2.761	5.094	3.732	2.058	column1
25	60.123	3.584	6.586	3.732	2.058	column1
25	59.567	4.407	8.079	3.732	2.058	column1
25	64.016	2.177	3.862	3.732	2.058	column1
25	63.46	1.354	2.37	3.732	2.058	column1
25	62.904	0.531	0.877	3.732	2.058	column1
25	62.348	0.292	0.616	3.732	2.058	column1
25	61.792	1.115	2.108	3.732	2.058	column1
25	61.236	1.938	3.601	3.732	2.058	column1
25	60.68	2.761	5.094	3.732	2.058	column1
25	60.123	3.584	6.586	3.732	2.058	column1
25	59.567	4.407	8.079	3.732	2.058	column1
25	46.282	1.428	3.392	3.939	1.745	column1
25	46.282	0.73	1.817	3.939	1.745	column1
25	46.282	0.032	0.241	3.939	1.745	column1
25	46.282	0.667	1.334	3.939	1.745	column1
25	46.282	1.365	2.91	3.939	1.745	column1
25	46.282	2.063	4.485	3.939	1.745	column1
25	46.282	2.761	6.06	3.939	1.745	column1
25	46.282	3.459	7.636	3.939	1.745	column1
25	46.282	4.157	9.211	3.939	1.745	column1
25	2.933	0.058	0.1	0.118	0.07	column1
25	2.933	0.03	0.053	0.118	0.07	column1
25	2.933	0.002	0.006	0.118	0.07	column1
25	2.933	0.026	0.041	0.118	0.07	column1
25	2.933	0.054	0.088	0.118	0.07	column1
25	2.933	0.083	0.135	0.118	0.07	column1
25	2.933	0.111	0.183	0.118	0.07	column1
25	2.933	0.139	0.23	0.118	0.07	column1
25	2.933	0.167	0.277	0.118	0.07	column1
25	2.933	0.058	0.1	0.118	0.07	column1
25	2.933	0.03	0.053	0.118	0.07	column1
25	2.933	0.002	0.006	0.118	0.07	column1
25	2.933	0.026	0.041	0.118	0.07	column1
25	2.933	0.054	0.088	0.118	0.07	column1
25	2.933	0.083	0.135	0.118	0.07	column1
25	2.933	0.111	0.183	0.118	0.07	column1
25	2.933	0.139	0.23	0.118	0.07	column1
25	2.933	0.167	0.277	0.118	0.07	column1
25	6.665	0.389	0.351	0.376	0.375	column1
25	6.665	0.239	0.201	0.376	0.375	column1
25	6.665	0.089	0.05	0.376	0.375	column1
25	6.665	0.06	0.1	0.376	0.375	column1
25	6.665	0.21	0.25	0.376	0.375	column1
25	6.665	0.36	0.4	0.376	0.375	column1
25	6.665	0.51	0.551	0.376	0.375	column1
25	6.665	0.66	0.701	0.376	0.375	column1
25	6.665	0.81	0.851	0.376	0.375	column1
25	9.045	0.528	0.476	0.51	0.508	column1
25	9.045	0.325	0.272	0.51	0.508	column1
25	9.045	0.121	0.068	0.51	0.508	column1
25	9.045	0.082	0.136	0.51	0.508	column1
25	9.045	0.285	0.339	0.51	0.508	column1
25	9.045	0.489	0.543	0.51	0.508	column1
25	9.045	0.692	0.747	0.51	0.508	column1
25	9.045	0.895	0.951	0.51	0.508	column1
25	9.045	1.099	1.155	0.51	0.508	column1
25	45.733	1.697	2.488	1.727	1.217	column1
25	44.85	1.21	1.797	1.727	1.217	column1
25	43.967	0.724	1.106	1.727	1.217	column1
25	43.085	0.237	0.416	1.727	1.217	column1
25	42.202	0.25	0.275	1.727	1.217	column1
25	41.32	0.736	0.966	1.727	1.217	column1
25	40.437	1.223	1.657	1.727	1.217	column1
25	39.554	1.709	2.347	1.727	1.217	column1
25	38.672	2.196	3.038	1.727	1.217	column1
25	1.466	5.08	9.012	0.118	4.801	column1
25	1.466	3.16	5.529	0.118	4.801	column1
